subject_group	total
Agriculture, Business, Commerce & Industry/Fashion designers	21
Animals & Wildlife/Sea birds	23
Hobbies, Recreation & Sport/Hot air balloons	12
Food, Health, Lifestyle, Medicine, Psychology & Safety/Decision-making	66
Economics, Philosophy, Politics, Religion & Sociology/Motion pictures - Social aspects	35
People/Bannah, Max	1
Economics, Philosophy, Politics, Religion & Sociology/Violence in motion pictures	44
History/Land reform	5
People/Darrow, Clarence, 1857-1938 - Drama	1
Anthropology, Ethnology, Exploration & Travel/Lorne (Vic.)	2
Advertising, Film, Journalism, Mass Media & TV/Ethnic radio broadcasting	5
Agriculture, Business, Commerce & Industry/Air conditioning	4
Music & Performing Arts/Music - Great Britain	36
People/Carter, Howard, 1873-1939	2
Agriculture, Business, Commerce & Industry/Apprentices	13
Agriculture, Business, Commerce & Industry/Monopolies - United States	1
Economics, Philosophy, Politics, Religion & Sociology/Day care centers	11
Armed Forces, Military, War & Weapons/World War, 1939-1945 - Canada	11
Economics, Philosophy, Politics, Religion & Sociology/Communities	57
Economics, Philosophy, Politics, Religion & Sociology/Devil	5
People/David, Jacques Louis, 1748-1825	1
People/Keaton, Buster, 1895-1966	4
Hobbies, Recreation & Sport/Outdoor recreation	141
History/Stott Despoja, Natasha, 1969-	1
Food, Health, Lifestyle, Medicine, Psychology & Safety/Alexander technique	4
People/Lambert, George W. (George Washington), 1873-1930	2
Family, Gender Identity, Relationships & Sexuality/Family mediation	4
Economics, Philosophy, Politics, Religion & Sociology/Correctional institutions - United States	6
Economics, Philosophy, Politics, Religion & Sociology/Caribbean Area - Social conditions	10
Food, Health, Lifestyle, Medicine, Psychology & Safety/Proteins	11
Anthropology, Ethnology, Exploration & Travel/Damascus (Syria)	4
History/Canada - History	132
Anthropology, Ethnology, Exploration & Travel/Fremantle (W.A.)	5
Places/Great Dividing Range	6
Animals & Wildlife/Horses - Training	21
Armed Forces, Military, War & Weapons/Khmer Rouge	6
Economics, Philosophy, Politics, Religion & Sociology/Old age pensions	7
Food, Health, Lifestyle, Medicine, Psychology & Safety/Substance abuse - Prevention	3
Economics, Philosophy, Politics, Religion & Sociology/Ethics	114
Music & Performing Arts/Ono, Yoko, 1933-	11
Climate, Environment, Natural Resources & Disasters/Plant diseases - Research - Australia	4
History/Incas	12
Education, Instruction, Teaching & Schools/Art - Study and teaching (Primary)	15
Music & Performing Arts/English dramatists	13
People/Lingiari, Vincent	1
People/Brown, Mike, 1938-	1
Hobbies, Recreation & Sport/Soccer - Social aspects	14
Food, Health, Lifestyle, Medicine, Psychology & Safety/Breast - Cancer	17
Advertising, Film, Journalism, Mass Media & TV/Motion pictures in propaganda	27
Mathematics, Science & Technology/Telepathy	13
Mathematics, Science & Technology/Art and science	13
Agriculture, Business, Commerce & Industry/Building	25
People/Baudin, Nicolas, 1750-1803	1
People/Courreges, Andre	1
Agriculture, Business, Commerce & Industry/Agriculture - China	5
Anthropology, Ethnology, Exploration & Travel/London (England) - Social life and customs	40
Climate, Environment, Natural Resources & Disasters/Lovelock, James	1
Mathematics, Science & Technology/Climatology	41
Economics, Philosophy, Politics, Religion & Sociology/Americans in Vietnam	8
Mathematics, Science & Technology/Creation	12
Family, Gender Identity, Relationships & Sexuality/Fertilization in vitro	7
Economics, Philosophy, Politics, Religion & Sociology/Buddhist monasteries - Tibet	10
Crafts & Visual Arts/Oldenburg, Klaus	3
Education, Instruction, Teaching & Schools/Tailoring	7
Anthropology, Ethnology, Exploration & Travel/Melville Island (N.T.)	1
Anthropology, Ethnology, Exploration & Travel/Pine Gap (N.T.)	1
History/War - Historical perspectives	58
Music & Performing Arts/English drama - Early modern and Elizabethan, 1500-1600	9
Anthropology, Ethnology, Exploration & Travel/America - Discovery and exploration	17
Anthropology, Ethnology, Exploration & Travel/Sahara Desert	15
Economics, Philosophy, Politics, Religion & Sociology/Salvation Army	5
Climate, Environment, Natural Resources & Disasters/Rain-making	6
Literature/Authors, French	22
Music & Performing Arts/Punk culture - Australia	4
Economics, Philosophy, Politics, Religion & Sociology/Developing countries - Economic policy	12
History/Burma - History - Japanese occupation, 1942-1945	6
Anthropology, Ethnology, Exploration & Travel/Beaches	52
Economics, Philosophy, Politics, Religion & Sociology/Animal experimentation	17
Food, Health, Lifestyle, Medicine, Psychology & Safety/Blind-deaf children - Education	3
Crafts & Visual Arts/Photography - Lighting	11
Climate, Environment, Natural Resources & Disasters/Water-power	49
Mathematics, Science & Technology/Remote sensing	10
People/McDonagh, Phyllis	1
Anthropology, Ethnology, Exploration & Travel/Great Britain - Churches	6
Crime, Espionage, Justice, Police & Prisons/Ellis, Ruth	1
Anthropology, Ethnology, Exploration & Travel/Sri Lanka - Rural conditions	6
Crafts & Visual Arts/Photograph collections	4
Music & Performing Arts/Muppets	23
People/Cartier, Pierre	1
History/National Trust (Great Britain)	5
Animals & Wildlife/Animals - Diseases	8
Climate, Environment, Natural Resources & Disasters/Urbanization - Environmental aspects	60
Advertising, Film, Journalism, Mass Media & TV/Mass media and literature	3
Advertising, Film, Journalism, Mass Media & TV/Evans, Robert, 1930-	1
People/Cooper-Clarke, John	1
Mathematics, Science & Technology/Radiography	5
People/Edison, Thomas A. (Thomas Alva), 1847-1931	13
Literature/Chaucer, Geoffrey, d.1400	8
Food, Health, Lifestyle, Medicine, Psychology & Safety/Handicapped - Australia	21
Economics, Philosophy, Politics, Religion & Sociology/Political parties	31
Food, Health, Lifestyle, Medicine, Psychology & Safety/Neighbourhood - Canada	7
People/Eastwood, Clint, 1930-	3
Crime, Espionage, Justice, Police & Prisons/Drugs - Law and legislation - History	5
Communications, Infrastructure, & Transport/Transcontinental Railway (Sth Aust. and N.T.)	4
Communications, Infrastructure, & Transport/Helicopters	23
Crafts & Visual Arts/Insects in art	2
Advertising, Film, Journalism, Mass Media & TV/Sound recordings - Production and direction	6
People/Hefner, Hugh M. (Hugh Marston), 1926-	1
Anthropology, Ethnology, Exploration & Travel/Yangtze River (China)	6
People/Blake, William, 1757-1827	4
Food, Health, Lifestyle, Medicine, Psychology & Safety/Fire prevention - Australia	21
Advertising, Film, Journalism, Mass Media & TV/Motion picture journalism	3
Hobbies, Recreation & Sport/Yacht racing	25
Animals & Wildlife/Swans	7
Agriculture, Business, Commerce & Industry/Sewing	13
Advertising, Film, Journalism, Mass Media & TV/Davey, Jack	4
Music & Performing Arts/Fleetwood Mac (Musical group)	2
Family, Gender Identity, Relationships & Sexuality/Voyeurism	21
Anthropology, Ethnology, Exploration & Travel/Argentina	20
People/Griffin, Walter Burley, 1876-1937	4
Food, Health, Lifestyle, Medicine, Psychology & Safety/Men - Health and hygiene	10
Literature/Poets, Australian	12
Food, Health, Lifestyle, Medicine, Psychology & Safety/Lepers	3
Mathematics, Science & Technology/Tesla, Nikola	1
Anthropology, Ethnology, Exploration & Travel/Denmark - Social life and customs	19
Crafts & Visual Arts/Bostock, Euphemia	1
Climate, Environment, Natural Resources & Disasters/Forest fires - Prevention and control	45
Mathematics, Science & Technology/Supernovae	5
Animals & Wildlife/Platypus	14
Crafts & Visual Arts/National Gallery of Victoria - History	5
Aboriginal Australia/Aboriginal Australians - Government relations	28
History/Baden-Powell, George, 1847-1898	3
Places/Red Sea	3
Anthropology, Ethnology, Exploration & Travel/Eucla (W.A.)	1
Armed Forces, Military, War & Weapons/Goering, Hermann, 1893-1946	2
Literature/Poets, American - 19th century	4
People/Ulm, C.T.P. (Charles Thomas Phillippe), 1897-1934	5
Economics, Philosophy, Politics, Religion & Sociology/Population density	42
Education, Instruction, Teaching & Schools/Education	111
People/Dingo, Ernie	1
Food, Health, Lifestyle, Medicine, Psychology & Safety/Aged - Home care	23
Animals & Wildlife/Snails	8
Armed Forces, Military, War & Weapons/Nuclear disarmament	15
Climate, Environment, Natural Resources & Disasters/Life (Biology)	88
Agriculture, Business, Commerce & Industry/Oil well drilling	30
Agriculture, Business, Commerce & Industry/Merchandising	5
Climate, Environment, Natural Resources & Disasters/Conservation of natural resources	333
Food, Health, Lifestyle, Medicine, Psychology & Safety/Health education	534
Crime, Espionage, Justice, Police & Prisons/Kidnapping	112
Literature/Bronte, Anne, 1820-1849	2
Crafts & Visual Arts/Caro, Anthony, 1924-	2
People/Lawrence, T. E. (Thomas Edward), 1888-1935	6
Economics, Philosophy, Politics, Religion & Sociology/Sea control	6
Anthropology, Ethnology, Exploration & Travel/Singapore - Description and travel	4
Armed Forces, Military, War & Weapons/Surveillance	11
Agriculture, Business, Commerce & Industry/Harvesting machinery - Australia	4
Anthropology, Ethnology, Exploration & Travel/Portugal	12
History/United States - History - 1919-1933	11
Food, Health, Lifestyle, Medicine, Psychology & Safety/Malnutrition in children	9
Food, Health, Lifestyle, Medicine, Psychology & Safety/Patient care	63
Armed Forces, Military, War & Weapons/Clements, Charlie	1
Family, Gender Identity, Relationships & Sexuality/Conflict of generations	57
Agriculture, Business, Commerce & Industry/Woolen goods	19
People/Gormley, Antony	1
Food, Health, Lifestyle, Medicine, Psychology & Safety/Water consumption	37
Anthropology, Ethnology, Exploration & Travel/Lake Eyre	5
Agriculture, Business, Commerce & Industry/Textile industry	38
Economics, Philosophy, Politics, Religion & Sociology/Turkey - Social conditions	13
Economics, Philosophy, Politics, Religion & Sociology/Feminists - Australia	7
Agriculture, Business, Commerce & Industry/Applications for positions	5
Economics, Philosophy, Politics, Religion & Sociology/Nicaragua - Politics and government - 1937-1979	4
History/Romania - History - 1944-1989	4
History/Hiroshima (Japan) - Bombardment, 1945	30
Food, Health, Lifestyle, Medicine, Psychology & Safety/Bathhouses	8
Agriculture, Business, Commerce & Industry/Negotiation in business	12
Crime, Espionage, Justice, Police & Prisons/Trial practice	4
Hobbies, Recreation & Sport/Fireworks	5
Places/Australia, Central	22
Agriculture, Business, Commerce & Industry/Pulp mills	7
Agriculture, Business, Commerce & Industry/Work experience	8
Music & Performing Arts/Music - History and criticism	98
Agriculture, Business, Commerce & Industry/Supermarkets	7
History/Vikings	17
Agriculture, Business, Commerce & Industry/Delegation of authority	13
People/Firth, Jacques	1
Animals & Wildlife/Swine	4
History/Papua New Guinea - History	36
Anthropology, Ethnology, Exploration & Travel/Lightning Ridge (N.S.W) - Description and travel	2
Music & Performing Arts/Django Reinhardt	1
Mathematics, Science & Technology/Measuring	11
Advertising, Film, Journalism, Mass Media & TV/Television - History	19
Agriculture, Business, Commerce & Industry/Stonemasonry	2
Crafts & Visual Arts/Ricketts, William	2
Crime, Espionage, Justice, Police & Prisons/Aboriginal Australian prisoners - Death	5
Agriculture, Business, Commerce & Industry/Cotton growing - Australia	3
Food, Health, Lifestyle, Medicine, Psychology & Safety/Old age	66
Mathematics, Science & Technology/Textile research	8
Mathematics, Science & Technology/Astronauts - Soviet Union	4
Anthropology, Ethnology, Exploration & Travel/Wyperfeld National Park (Vic.)	2
Anthropology, Ethnology, Exploration & Travel/National characteristics	16
Agriculture, Business, Commerce & Industry/Australia - Commerce	15
Economics, Philosophy, Politics, Religion & Sociology/Africa - Social conditions	48
Music & Performing Arts/Singers - Australia	10
Anthropology, Ethnology, Exploration & Travel/Torres Strait Islanders	12
Anthropology, Ethnology, Exploration & Travel/Institutional care	18
History/Pyramids - Egypt	10
Education, Instruction, Teaching & Schools/Puppets and puppet-plays in education	12
Food, Health, Lifestyle, Medicine, Psychology & Safety/Cookery	96
Mathematics, Science & Technology/Synthetic fabrics	10
People/Cameron, Julia Margaret, 1815-1879 - Photographer	1
Anthropology, Ethnology, Exploration & Travel/Kyneton (Vic.)	1
History/Great Britain - History - Norman Period, 1066-1154	10
Mathematics, Science & Technology/Science and civilization	73
Climate, Environment, Natural Resources & Disasters/Canada - Climate	10
Animals & Wildlife/Horses (Fiction)	6
People/Lichtenstein, Roy, 1923-	7
Places/Port Phillip Bay (Vic.)	9
People/Medvedkin, Alexander	1
Anthropology, Ethnology, Exploration & Travel/Norway - Description and travel	22
Crime, Espionage, Justice, Police & Prisons/Violent crimes	39
Aboriginal Australia/Aboriginal Australians - Civil rights	42
History/World War, 1914-1918 - Participation, Australian	24
Crafts & Visual Arts/Public art	28
People/Ewart, William	1
Places/Cyprus	10
Agriculture, Business, Commerce & Industry/Agriculture - Africa	19
Advertising, Film, Journalism, Mass Media & TV/Arzner, Dorothy, 1897-1979	1
Literature/Fables - Juvenile films	22
People/Moore, David	4
Animals & Wildlife/Fish trade - Japan	4
Mathematics, Science & Technology/Cosmic rays	6
Agriculture, Business, Commerce & Industry/Consumers	28
Economics, Philosophy, Politics, Religion & Sociology/International Women's Year, 1975	4
People/Wyclif, John, d.1384	1
Places/South Africa	18
History/Chatres - Cathedrale de Chatres	4
History/Canada - English-French relations	6
Economics, Philosophy, Politics, Religion & Sociology/El Salvador	8
Anthropology, Ethnology, Exploration & Travel/Mt. Gambier (S. Aust.)	3
Agriculture, Business, Commerce & Industry/Employment	47
History/Soviet Union - History - German occupation, 1941-1944	5
Communications, Infrastructure, & Transport/Carburetors	3
Food, Health, Lifestyle, Medicine, Psychology & Safety/Arthritis	7
Economics, Philosophy, Politics, Religion & Sociology/Authority - Juvenile films	3
Advertising, Film, Journalism, Mass Media & TV/Consumer satisfaction	17
Economics, Philosophy, Politics, Religion & Sociology/Rites and ceremonies - Japan	28
Food, Health, Lifestyle, Medicine, Psychology & Safety/Alcohol - Physiological effect	56
